gen,maxR,avgR,dT,aT(ms),best_genome_over_450
033,489.9,483.4,6.6,43.9,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
034,490.8,482.6,6.8,43.1,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
035,492.0,484.2,7.0,44.8,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
036,487.3,483.5,7.3,45.6,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
037,484.3,480.5,7.5,44.4,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
038,488.1,479.1,7.7,44.6,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
039,491.8,483.3,7.9,46.0,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
040,483.5,479.0,8.2,51.8,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
041,486.2,480.4,8.5,58.9,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
042,490.7,482.1,8.8,58.1,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
043,493.6,483.8,9.1,59.2,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
044,488.6,482.1,9.3,52.7,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
045,485.8,484.0,9.6,46.3,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
046,488.7,479.9,9.8,47.9,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
047,492.0,482.4,10.1,47.3,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
048,484.8,477.6,10.3,49.3,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
049,485.6,482.0,10.5,48.3,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
050,485.5,481.0,10.8,49.8,"[1.491627379681612, -0.942792786931211, 1.6889925638848, 1.0852023226804781]"
