gen,maxR,avgR,dT,aT(ms),best_genome_over_450
055,184.6,99.2,600.3,176.7,null
056,217.1,101.3,619.0,186.9,null
057,192.9,95.5,637.5,184.4,null
058,227.5,99.5,656.6,190.7,null
059,202.0,97.8,675.5,189.5,null
060,205.1,99.9,696.0,204.5,null
061,174.9,99.1,719.3,222.3,null
062,205.6,98.3,739.5,202.0,null
063,252.2,99.3,758.8,192.3,null
064,197.6,95.9,776.9,181.2,null
065,182.6,97.3,795.1,181.8,null
066,220.3,98.1,813.6,185.6,null
067,230.8,100.2,832.6,189.7,null
068,224.5,99.0,851.3,187.0,null
069,189.1,97.6,869.7,183.8,null
070,222.8,101.1,890.7,209.3,null
071,239.6,99.6,912.8,208.3,null
072,201.7,100.4,934.9,220.2,null
073,197.4,99.6,956.1,212.0,null
074,238.0,100.3,977.4,213.3,null
075,225.4,97.6,997.1,197.1,null
076,212.9,99.9,1018.7,215.0,null
077,190.8,99.8,1040.4,217.4,null
078,212.1,105.3,1062.8,224.2,null
079,219.2,101.4,1082.1,192.1,null
080,186.5,99.1,1100.8,187.2,null
081,298.7,100.2,1121.0,189.6,null
082,206.0,93.5,1141.0,200.2,null
083,207.5,96.1,1160.8,198.3,null
084,185.5,99.8,1179.9,190.1,null
085,172.4,98.8,1199.5,196.7,null
086,223.8,95.0,1218.4,188.2,null
087,227.6,93.4,1237.3,189.6,null
088,222.7,91.0,1255.3,180.0,null
089,201.7,99.5,1275.1,197.9,null
090,198.4,96.3,1294.8,196.5,null
091,279.2,100.0,1317.8,214.4,null
092,255.7,96.1,1339.5,217.0,null
093,179.0,100.1,1360.3,207.5,null
094,210.0,101.7,1380.6,202.5,null
095,215.5,101.5,1401.5,208.9,null
096,218.5,99.1,1421.8,203.5,null
097,227.1,97.7,1442.1,203.2,null
098,208.0,98.8,1462.4,202.5,null
099,203.1,98.7,1482.6,202.2,null
100,213.6,98.5,1503.3,206.5,null
101,206.2,97.4,1525.2,202.0,null
102,182.8,97.1,1544.4,192.3,null
103,199.3,99.8,1563.5,190.5,null
104,271.0,102.3,1583.3,197.8,null
105,203.7,95.0,1601.4,181.0,null
106,213.5,103.2,1620.4,190.1,null
107,190.4,96.7,1638.5,181.0,null
108,213.6,101.3,1657.3,187.3,null
109,201.4,101.4,1676.1,187.8,null
110,236.5,93.5,1692.9,168.3,null
111,206.6,101.7,1713.7,191.8,null
112,233.9,97.9,1732.3,185.8,null
113,217.6,97.3,1750.8,185.1,null
114,209.4,99.5,1769.9,190.9,null
115,218.7,96.4,1790.0,200.6,null
116,303.3,101.6,1810.2,202.3,null
117,194.0,100.3,1830.6,203.3,null
118,186.5,99.1,1851.1,205.2,null
119,256.8,103.6,1871.8,206.9,null
120,205.1,102.8,1892.4,206.1,null
121,192.6,97.0,1914.1,194.1,null
122,227.2,103.0,1938.2,241.6,null
123,228.1,99.0,1958.3,200.7,null
124,236.3,104.4,1979.9,216.0,null
125,210.8,96.6,1999.0,190.2,null
126,239.2,97.5,2019.3,203.6,null
127,288.5,105.8,2038.6,192.6,null
128,213.2,97.5,2057.7,190.9,null
129,222.3,97.2,2075.8,180.3,null
130,232.9,99.1,2091.7,159.0,null
131,224.1,102.3,2109.4,161.2,null
132,202.4,102.6,2125.3,158.9,null
133,184.2,98.8,2141.0,157.1,null
134,213.8,103.9,2157.5,164.9,null
135,210.0,97.0,2172.9,153.3,null
136,203.7,99.1,2188.5,156.1,null
137,238.2,104.8,2205.2,167.1,null
138,187.0,98.0,2220.8,155.9,null
139,224.5,97.8,2236.7,159.0,null
140,209.6,97.9,2250.8,140.7,null
141,216.8,100.2,2266.7,142.3,null
142,207.6,101.1,2281.3,145.9,null
143,236.7,102.3,2296.3,150.3,null
144,266.9,99.0,2310.8,145.1,null
145,230.5,103.3,2325.9,151.3,null
146,239.1,97.7,2340.3,143.3,null
147,246.7,98.8,2354.6,143.1,null
148,257.9,93.1,2368.2,136.0,null
149,217.0,98.0,2382.5,142.4,null
150,187.4,93.8,2395.8,133.3,null
