gen,maxR,avgR,dT,aT(ms),best_genome_over_450
001,106.5,26.9,2.8,28.0,null
002,253.1,52.5,8.1,53.0,null
003,221.0,57.5,14.0,58.8,null
004,236.1,62.2,20.3,63.3,null
005,481.1,146.7,34.4,140.3,11100010110101101110111000000001101110011110000001101110010001011101101001010000010101111100010001101101010011100000100001000010
006,181.0,62.6,40.7,62.7,null
007,352.8,62.3,47.0,63.2,null
008,264.9,70.8,54.1,70.8,null
009,252.5,66.3,60.7,65.9,null
010,262.9,78.8,68.6,78.9,null
011,362.4,85.0,77.6,87.2,null
012,291.0,73.4,84.9,73.2,null
013,202.3,73.6,92.4,75.0,null
014,227.1,56.9,98.1,56.5,null
015,252.1,78.7,106.0,78.7,null
016,212.4,82.5,114.4,84.6,null
017,216.4,65.9,121.2,67.7,null
018,241.1,50.9,126.2,49.4,null
019,207.2,68.3,133.3,71.2,null
020,272.6,74.5,141.1,78.3,null
021,199.1,62.7,147.8,63.2,null
022,235.6,89.0,157.5,97.1,null
023,478.9,108.9,169.2,117.3,11100010110101101110111000000001101110011110000001101110010001011101101001010000010101111100010001101101010011100000100001000010
024,265.5,107.8,181.5,123.0,null
025,252.5,93.3,193.4,118.6,null
026,365.2,114.7,206.0,125.8,null
027,277.6,125.5,220.2,141.8,null
028,254.1,115.3,233.5,133.1,null
029,297.3,126.6,247.9,143.6,null
030,312.1,120.3,261.7,138.3,null
031,242.2,115.0,275.6,134.6,null
032,285.8,87.0,286.4,107.7,null
033,256.9,119.1,300.1,136.9,null
034,313.1,123.8,314.1,140.5,null
035,255.0,98.9,326.4,122.8,null
036,296.0,124.8,340.8,144.0,null
037,264.9,114.8,354.1,133.2,null
038,325.7,118.1,367.9,137.4,null
039,334.4,130.3,382.8,149.0,null
040,298.3,127.0,398.4,155.7,null
041,276.2,124.5,415.0,161.0,null
042,296.1,126.6,430.8,157.8,null
043,443.7,145.6,448.9,180.4,null
044,337.8,127.0,465.0,161.5,null
045,275.2,116.9,480.6,155.4,null
046,278.9,121.8,496.6,160.0,null
047,262.1,118.5,513.6,169.7,null
048,258.9,128.6,530.4,167.9,null
049,292.3,115.9,545.8,154.0,null
050,285.1,121.5,562.3,165.4,null
051,345.4,129.7,580.7,176.6,null
052,257.4,95.3,593.5,127.7,null
053,270.7,111.7,608.4,148.9,null
054,281.3,96.0,620.9,124.9,null
055,261.8,100.8,634.7,137.8,null
056,308.4,101.1,649.0,142.7,null
057,266.3,114.4,665.5,165.6,null
058,197.1,89.0,679.8,142.8,null
059,318.4,118.1,697.2,173.7,null
060,285.3,116.9,713.6,164.2,null
061,318.3,117.6,731.1,166.7,null
062,264.4,125.2,748.7,175.3,null
063,317.1,122.8,766.3,175.7,null
064,371.3,128.5,784.6,183.1,null
065,252.7,121.0,801.6,170.2,null
066,253.1,125.6,819.5,178.5,null
067,284.6,121.8,837.0,174.9,null
