gen,maxR,avgR,dT,aT(ms),best_genome_over_450
036,495.1,494.2,7.0,40.7,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
037,496.1,495.3,7.2,40.6,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
038,495.5,494.2,7.4,41.5,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
039,497.2,495.4,7.6,42.1,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
040,495.7,494.8,7.8,45.2,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
041,496.6,495.4,8.0,43.2,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
042,495.7,494.9,8.2,39.3,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
043,496.0,494.2,8.4,39.2,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
044,496.8,495.8,8.6,41.7,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
045,496.0,494.7,8.8,41.6,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
046,495.2,494.7,9.1,43.7,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
047,496.5,494.9,9.3,39.7,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
048,496.8,494.9,9.5,41.1,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
049,495.4,494.2,9.7,43.7,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
050,495.8,495.1,9.9,41.9,"[0.83151852849641, 0.5667395410331488, 1.0377943781978949, 0.9111872106718677]"
