gen,maxR,avgR,dT,aT(ms),best_genome_over_450
120,387.6,177.6,3568.5,330.6,null
121,421.3,188.9,3611.3,427.1,null
122,447.6,186.7,3654.2,429.6,null
123,362.2,182.2,3691.8,375.4,null
124,365.9,173.5,3724.9,330.7,null
125,384.3,179.4,3759.5,346.4,null
126,388.8,178.2,3793.9,343.8,null
127,358.0,174.3,3827.8,339.0,null
128,364.8,180.7,3862.3,345.1,null
129,437.1,182.9,3899.5,371.6,null
130,369.9,198.7,3939.7,401.7,null
131,435.0,180.3,3976.3,366.1,null
132,343.1,171.5,4009.0,326.9,null
133,402.5,176.4,4043.2,342.3,null
134,407.8,176.3,4077.3,340.3,null
135,393.8,182.1,4112.4,351.0,null
136,375.4,175.0,4143.2,307.6,null
137,354.9,179.4,4174.8,316.7,null
138,414.7,184.6,4206.3,314.6,null
139,373.5,183.2,4238.2,318.9,null
140,383.3,171.4,4267.7,294.4,null
141,417.4,176.9,4298.2,305.6,null
142,377.8,183.5,4329.4,311.9,null
143,389.1,175.1,4359.4,299.7,null
144,371.1,183.5,4392.4,329.5,null
145,364.7,70.4,4406.4,140.0,null
146,373.4,174.2,4439.0,326.4,null
147,397.3,181.2,4471.9,328.5,null
148,398.8,186.8,4505.1,331.7,null
149,355.0,178.3,4536.2,311.2,null
150,386.5,185.9,4570.4,342.4,null
151,418.6,171.4,4601.2,307.7,null
152,388.5,174.0,4631.2,299.2,null
153,377.4,175.2,4662.7,315.5,null
154,425.4,176.6,4694.8,321.3,null
155,422.9,188.9,4728.8,339.1,null
156,404.5,183.6,4760.9,321.1,null
157,346.1,174.5,4791.1,301.9,null
158,359.2,177.9,4821.4,303.6,null
159,402.0,182.4,4852.4,309.8,null
160,330.5,169.1,4881.9,294.5,null
161,395.0,186.4,4914.2,322.4,null
162,348.9,192.6,4948.1,339.0,null
163,435.5,181.7,4980.3,322.0,null
164,395.3,189.6,5016.7,364.0,null
165,403.9,175.0,5049.7,330.0,null
166,445.8,185.6,5085.1,353.9,null
167,353.4,174.5,5118.7,336.3,null
168,383.6,179.9,5153.1,343.5,null
169,425.8,192.1,5190.4,372.8,null
170,342.4,172.5,5223.8,333.9,null
171,402.6,184.1,5259.8,360.1,null
172,406.3,180.3,5294.4,345.5,null
173,433.1,182.8,5329.8,354.6,null
174,475.8,184.9,5365.4,355.1,10011110100101000011110011101110100000001011010011001100010011010011001000010100111011001111110100000011101110000011001111011100
175,348.6,177.0,5398.8,334.1,null
176,430.8,178.3,5433.7,349.3,null
177,333.1,184.6,5468.6,348.6,null
178,424.5,194.3,5505.7,370.8,null
179,383.6,171.8,5538.1,324.4,null
180,353.3,173.6,5570.8,326.2,null
181,357.6,181.0,5605.3,345.6,null
182,383.2,189.7,5641.9,365.3,null
183,339.7,181.0,5676.5,346.2,null
184,354.0,186.0,5712.2,356.3,null
185,397.8,181.0,5752.3,401.5,null
186,367.2,180.8,5790.6,382.4,null
187,361.9,175.5,5826.1,355.2,null
188,355.9,173.6,5865.5,393.7,null
189,375.6,171.3,5905.2,397.6,null
190,328.0,175.3,5946.4,411.4,null
191,432.0,187.7,5989.0,426.2,null
192,366.6,171.1,6021.4,323.7,null
193,322.6,169.3,6060.5,390.5,null
194,326.2,184.9,6103.2,427.3,null
195,398.1,181.6,6143.9,407.0,null
196,461.5,172.6,6184.0,400.9,10011110100101000011110011101110100000001011010011001100010011010011001000010100111011001111110100000011101110000011001111011100
197,367.0,179.8,6226.4,423.1,null
198,378.8,177.6,6267.5,411.3,null
199,353.4,173.3,6308.2,406.5,null
200,411.7,178.1,6354.3,461.3,null
