gen,maxR,avgR,dT,aT(ms),best_genome_over_450
001,135.7,25.9,2.0,20.3,null
002,227.7,43.6,5.6,35.2,null
003,212.5,48.5,9.7,40.9,null
004,145.9,60.9,15.1,54.1,null
005,177.8,75.8,21.7,66.4,null
006,227.9,89.4,29.6,78.4,null
007,181.6,90.5,37.5,79.2,null
008,169.5,88.2,46.2,86.6,null
009,209.7,84.1,54.2,79.9,null
010,277.4,91.5,63.2,90.0,null
011,205.4,94.7,72.6,90.0,null
012,211.3,90.2,81.5,89.5,null
013,191.3,84.9,89.9,83.6,null
014,196.9,92.5,98.8,88.7,null
015,228.4,88.2,107.5,86.5,null
016,275.7,86.9,116.0,85.6,null
017,228.8,92.2,125.9,99.1,null
018,239.1,99.0,137.5,115.4,null
019,251.2,120.9,151.9,143.4,null
020,280.2,122.2,164.3,124.0,null
021,258.9,126.3,177.6,129.2,null
022,257.5,125.7,190.2,125.6,null
023,358.7,129.7,202.8,126.0,null
024,259.0,124.3,214.9,120.7,null
025,231.2,119.8,226.5,116.0,null
026,242.1,126.9,238.7,122.1,null
027,275.0,130.3,251.2,124.5,null
028,239.7,121.7,262.8,115.7,null
029,327.0,128.3,275.6,128.2,null
030,291.3,129.7,288.2,126.2,null
031,240.7,121.7,300.4,115.2,null
032,270.7,127.4,314.2,137.7,null
033,244.6,121.9,327.4,132.7,null
034,347.1,133.4,342.1,146.5,null
035,254.1,130.9,357.0,148.7,null
036,263.3,122.6,369.9,129.3,null
037,264.5,121.3,383.3,133.8,null
038,261.7,130.4,397.3,139.7,null
039,262.4,125.0,411.0,136.9,null
040,281.2,132.3,424.2,132.1,null
041,263.8,123.4,439.0,139.4,null
042,262.0,121.3,453.0,140.6,null
043,258.9,122.9,466.7,136.4,null
044,239.5,122.4,481.0,142.8,null
045,269.2,124.6,493.3,122.5,null
046,255.5,128.4,505.9,126.5,null
047,298.8,127.4,518.3,124.1,null
048,249.4,131.7,530.9,125.8,null
049,267.8,129.4,543.9,130.1,null
050,234.5,131.2,557.0,130.0,null
051,274.4,129.9,572.8,148.9,null
052,282.4,125.9,586.1,132.9,null
053,260.3,133.0,599.6,134.9,null
054,258.8,131.9,613.1,135.0,null
055,264.4,126.1,626.0,128.7,null
056,313.5,131.6,639.6,135.9,null
057,278.2,130.6,653.3,136.6,null
058,249.7,119.2,665.8,124.9,null
059,265.7,124.6,678.5,127.3,null
060,252.6,127.8,691.5,130.1,null
061,264.1,121.5,705.7,130.8,null
062,296.3,121.1,718.8,130.6,null
063,250.3,133.0,733.6,147.8,null
064,248.2,125.4,748.1,144.6,null
065,263.1,131.4,763.5,154.4,null
066,249.2,128.2,777.6,140.6,null
067,270.6,129.0,791.1,134.7,null
068,299.6,132.2,805.3,142.4,null
069,269.5,130.4,819.4,140.3,null
070,268.9,128.6,833.4,139.9,null
071,245.5,127.5,848.4,137.3,null
072,266.9,119.6,861.4,130.0,null
073,276.1,131.9,875.5,140.4,null
074,253.8,128.6,889.3,138.8,null
075,265.5,127.5,903.0,136.2,null
076,256.0,130.0,917.0,139.7,null
077,298.8,131.0,931.3,143.2,null
078,264.8,127.5,945.5,142.1,null
079,266.6,126.7,959.5,139.5,null
080,262.1,129.2,972.6,130.7,null
081,256.9,126.9,986.5,126.9,null
082,232.6,126.1,999.1,125.7,null
083,263.2,128.2,1011.8,126.8,null
084,267.8,130.3,1024.7,129.0,null
085,252.0,129.8,1037.6,128.4,null
086,252.1,127.8,1049.8,121.9,null
087,244.4,123.5,1062.2,123.6,null
088,274.8,129.1,1074.5,123.6,null
089,248.0,132.4,1087.3,127.9,null
090,265.1,129.7,1099.7,123.2,null
091,305.0,128.9,1113.3,122.2,null
092,251.0,130.3,1125.4,120.6,null
093,277.4,128.8,1138.1,127.0,null
094,258.6,130.7,1150.8,126.8,null
095,279.7,132.2,1163.7,128.8,null
096,274.0,127.0,1175.9,121.5,null
097,277.7,132.3,1188.4,125.6,null
098,236.4,131.5,1202.6,141.5,null
099,256.3,130.1,1216.8,141.9,null
100,241.1,127.1,1230.2,133.9,null
101,247.5,125.0,1244.6,128.2,null
102,268.1,132.6,1258.4,138.6,null
103,260.4,131.7,1272.6,141.1,null
104,311.1,124.9,1285.5,129.2,null
105,295.8,132.5,1299.2,137.1,null
106,253.0,124.8,1311.9,127.1,null
107,244.5,124.2,1325.0,131.0,null
108,239.2,127.2,1338.3,132.3,null
109,301.2,130.2,1354.1,158.2,null
110,265.4,130.0,1368.7,146.1,null
111,267.6,133.6,1384.8,143.5,null
112,270.8,136.8,1399.3,145.3,null
113,267.5,127.2,1412.7,133.6,null
114,229.3,115.4,1424.1,113.9,null
115,252.4,126.5,1437.0,128.5,null
116,260.5,134.0,1451.5,145.5,null
117,236.6,127.5,1463.6,120.1,null
118,235.1,122.8,1476.1,125.5,null
119,261.0,124.1,1488.4,123.1,null
120,253.8,124.7,1500.5,120.4,null
121,229.2,126.8,1513.3,109.4,null
122,281.6,132.6,1524.0,106.5,null
123,273.8,136.5,1535.1,111.5,null
124,263.7,128.9,1545.8,106.9,null
125,282.8,125.2,1556.0,102.0,null
126,248.5,123.7,1566.5,104.3,null
127,285.3,131.7,1577.2,107.1,null
128,240.1,119.5,1587.0,97.9,null
129,271.7,131.1,1597.5,105.5,null
130,257.3,102.6,1605.8,82.9,null
131,251.2,128.0,1618.1,106.6,null
132,243.4,122.2,1628.4,102.9,null
133,280.6,125.2,1638.9,104.7,null
134,267.4,121.7,1649.1,102.1,null
135,279.9,127.0,1659.8,106.7,null
136,287.6,127.3,1670.1,102.4,null
137,276.3,134.0,1679.9,98.2,null
138,299.3,122.9,1689.1,91.8,null
139,263.1,130.7,1698.9,97.7,null
140,266.7,124.4,1708.5,95.9,null
141,246.4,124.0,1719.7,94.6,null
142,250.2,124.0,1729.1,94.5,null
143,272.6,124.2,1738.7,96.1,null
144,275.4,130.3,1748.8,99.9,null
145,249.0,125.9,1758.3,94.9,null
146,265.1,127.1,1767.9,95.9,null
147,276.0,127.9,1777.6,97.3,null
148,243.6,125.2,1787.0,93.6,null
149,279.4,129.0,1796.7,96.9,null
150,257.2,127.3,1806.5,98.5,null
