gen,maxR,avgR,dT,aT(ms),best_genome_over_450
043,471.5,236.0,812.3,315.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
044,479.2,240.2,844.3,320.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100101011110011111010101110110
045,473.5,233.3,875.9,315.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
046,445.7,222.7,906.8,309.3,null
047,472.4,233.3,937.1,302.9,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
048,476.8,239.6,966.7,295.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
049,468.8,247.3,997.4,306.9,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
050,478.4,252.4,1027.4,300.5,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
051,457.6,227.6,1055.3,269.8,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
052,474.5,245.5,1084.1,288.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
053,450.3,233.4,1112.6,285.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
054,473.3,216.2,1140.1,274.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
055,483.3,230.5,1169.8,297.5,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
056,458.7,245.7,1201.9,320.5,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
057,474.4,247.6,1234.7,327.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
058,477.4,232.8,1264.6,299.4,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
059,485.7,255.1,1297.7,330.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
060,479.7,253.8,1334.2,365.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
061,477.9,242.4,1368.1,328.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
062,463.5,240.6,1398.9,307.5,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
063,462.1,211.5,1426.2,273.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
064,464.7,230.0,1454.8,285.5,01110101111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
065,440.6,226.8,1479.8,250.0,null
066,473.1,232.2,1503.2,234.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
067,477.3,243.5,1527.9,247.0,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
068,468.3,238.8,1552.3,243.4,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
069,440.0,221.1,1575.1,228.3,null
070,476.6,229.2,1598.8,236.4,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
071,477.3,237.9,1624.6,248.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
072,473.5,236.6,1646.4,218.0,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
073,483.8,247.6,1669.6,232.0,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
074,474.6,236.3,1692.0,223.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
075,472.5,245.1,1715.2,232.0,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
076,470.2,231.0,1736.8,215.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
077,476.0,242.9,1759.9,231.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
078,477.4,240.7,1782.8,228.0,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
079,477.5,231.9,1802.3,195.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
080,474.0,255.5,1822.4,201.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
081,482.1,255.1,1842.8,195.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
082,466.7,227.0,1860.6,177.8,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
083,477.4,229.7,1878.4,177.8,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
084,472.9,239.9,1896.6,182.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
085,475.7,239.8,1915.2,185.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
086,460.8,222.5,1931.9,166.8,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
087,463.2,232.8,1949.5,176.4,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
088,476.8,239.5,1967.4,179.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
089,452.0,230.0,1985.1,176.8,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
090,470.9,237.8,2003.7,186.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
091,474.4,242.0,2023.3,186.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
092,474.1,236.3,2041.1,177.7,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
093,462.0,241.9,2059.5,183.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
094,471.2,238.9,2077.4,179.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
095,474.4,223.9,2095.2,177.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
096,476.4,237.3,2113.4,182.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
097,472.0,246.2,2132.4,189.9,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
098,466.0,224.5,2150.7,183.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
099,434.9,234.7,2168.9,181.7,null
100,476.6,233.6,2187.4,185.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
101,474.2,234.3,2206.3,179.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
102,479.0,241.1,2224.7,183.6,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
103,451.3,243.1,2243.0,183.4,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
104,474.9,234.4,2260.9,179.2,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
105,469.3,232.0,2279.2,182.3,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
106,481.0,243.0,2297.8,186.1,01110101111101000001010101110101010100001111110100000110011010011000010010110101010000111000000010100001011110011111010101110110
107,478.7,251.3,2317.3,195.1,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
108,465.0,240.7,2336.2,189.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
109,470.6,248.7,2355.9,197.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
110,475.8,265.3,2377.0,210.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
111,463.9,262.9,2398.6,205.3,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
112,474.2,265.9,2419.2,206.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
113,465.0,247.7,2438.5,192.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
114,480.7,261.5,2459.1,206.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
115,475.8,274.5,2480.6,214.1,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
116,465.8,246.0,2499.9,193.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
117,485.8,273.9,2522.2,223.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
118,487.0,280.5,2544.2,219.6,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
119,473.3,272.2,2565.9,216.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
120,478.0,267.8,2587.4,214.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
121,464.5,248.4,2608.8,202.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
122,480.5,253.4,2629.5,207.3,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
123,477.8,266.4,2650.8,212.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
124,484.9,255.0,2670.9,201.6,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
125,471.5,272.0,2692.3,213.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
126,475.3,272.5,2715.4,230.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
127,464.5,268.0,2740.2,248.3,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
128,473.5,263.5,2762.5,223.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
129,471.5,256.4,2783.7,211.9,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
130,462.3,246.0,2804.3,206.4,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
131,473.8,262.9,2828.2,225.4,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
132,475.6,265.8,2851.4,231.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
133,474.7,272.2,2874.0,226.0,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
134,471.6,271.4,2896.7,227.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
135,469.6,259.5,2917.9,211.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
136,477.4,269.2,2939.4,215.3,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
137,470.0,262.4,2960.9,215.1,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
138,469.6,256.4,2981.8,208.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
139,481.0,273.4,3003.2,214.7,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
140,478.2,268.1,3024.3,210.6,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
141,478.4,268.5,3046.2,205.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
142,472.3,255.5,3066.0,198.6,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
143,474.0,265.3,3087.5,214.8,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
144,479.9,269.5,3110.1,225.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
145,479.3,268.6,3132.1,220.6,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
146,468.6,261.3,3152.6,204.5,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
147,470.3,260.9,3172.7,201.2,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
148,468.5,273.8,3194.0,212.8,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
149,478.4,277.9,3215.2,211.8,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
150,477.6,261.4,3235.1,199.1,01110100111101000001010101110101010100001111110100000110011010011001010010110101010000111000000010100001011110011111010101110110
