gen,maxR,avgR,dT,aT(ms),best_genome_over_450
036,496.6,492.9,7.7,44.0,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
037,497.3,495.3,7.9,49.2,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
038,497.5,494.5,8.1,44.3,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
039,496.5,491.5,8.4,47.3,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
040,495.2,491.0,8.6,47.4,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
041,495.6,493.2,8.8,46.4,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
042,493.7,492.5,9.1,46.3,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
043,496.0,489.9,9.3,46.9,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
044,497.8,494.9,9.5,45.1,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
045,494.2,492.8,9.8,45.7,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
046,495.3,493.6,10.0,47.1,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
047,494.1,492.5,10.2,46.3,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
048,493.5,491.2,10.5,46.4,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
049,496.8,492.2,10.7,47.5,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
050,496.6,492.5,10.9,46.9,"[0.9355440862040528, 0.007690724120144322, 0.5408779590260095, 0.5581887411824595]"
