gen,maxR,avgR,dT,aT(ms),best_genome_over_450
060,197.3,135.4,758.3,191.9,null
061,202.4,140.4,779.4,204.9,null
062,211.6,134.8,800.2,207.1,null
063,195.9,135.7,821.2,210.2,null
064,194.8,139.0,842.4,212.2,null
065,204.3,139.5,863.7,213.0,null
066,200.5,140.0,885.3,215.6,null
067,200.8,139.5,906.3,209.8,null
068,206.1,135.3,926.9,206.0,null
069,193.8,137.1,947.4,205.3,null
070,210.0,139.3,968.0,206.2,null
071,196.5,135.1,988.4,195.4,null
072,214.7,141.6,1009.0,206.1,null
073,215.9,138.4,1029.1,200.5,null
074,200.7,135.2,1049.2,200.6,null
075,207.0,133.4,1068.4,192.6,null
076,195.7,135.6,1088.2,198.0,null
077,197.0,137.7,1108.3,200.9,null
078,194.6,134.1,1128.3,200.0,null
079,198.1,136.9,1148.2,198.7,null
080,212.4,135.6,1168.3,201.1,null
081,198.9,135.3,1191.3,220.3,null
082,200.3,139.8,1214.1,227.5,null
083,207.3,141.4,1237.2,230.9,null
084,230.1,141.0,1260.7,235.0,null
085,221.8,140.5,1284.6,239.3,null
086,199.6,140.1,1308.9,242.5,null
087,201.1,136.9,1332.3,233.7,null
088,197.0,136.3,1356.1,238.3,null
089,193.9,134.7,1379.5,233.6,null
090,203.1,135.3,1402.3,227.7,null
091,211.0,136.9,1429.1,256.2,null
092,195.7,134.1,1453.4,242.8,null
093,202.0,135.9,1478.6,251.8,null
094,199.0,137.8,1503.3,247.2,null
095,190.9,133.8,1527.5,241.6,null
096,200.7,139.4,1552.9,253.9,null
097,199.2,136.8,1578.0,251.1,null
098,203.1,135.9,1602.8,248.5,null
099,211.9,132.5,1626.8,239.6,null
100,213.2,135.2,1651.1,243.4,null
101,198.1,140.3,1677.5,250.7,null
102,204.6,140.0,1703.9,263.6,null
103,200.2,132.0,1728.8,249.4,null
104,202.6,134.8,1756.1,272.1,null
105,198.6,133.7,1783.7,276.4,null
106,201.4,137.4,1814.0,302.8,null
107,199.2,138.1,1845.1,310.8,null
108,197.4,135.2,1878.9,338.1,null
109,201.8,134.8,1911.2,322.8,null
110,203.2,137.5,1942.1,308.6,null
111,192.2,138.4,1973.1,293.7,null
112,208.9,131.9,2002.3,291.9,null
113,217.4,135.5,2032.0,297.3,null
114,200.8,131.0,2063.4,314.1,null
115,211.1,139.7,2098.5,350.7,null
116,205.2,137.7,2132.3,337.5,null
117,261.8,138.8,2165.5,331.7,null
118,200.6,137.1,2200.4,349.3,null
119,213.4,141.9,2234.8,343.8,null
120,221.0,137.3,2265.4,306.3,null
121,214.9,136.9,2298.6,310.2,null
122,214.9,134.6,2330.5,318.9,null
123,200.1,133.4,2360.2,297.3,null
124,213.3,136.6,2391.7,314.8,null
125,200.2,140.4,2424.3,325.3,null
126,211.3,137.0,2456.8,325.7,null
127,209.2,140.0,2493.0,361.6,null
128,232.5,142.4,2528.0,349.8,null
129,217.5,132.1,2559.0,310.0,null
130,237.1,139.0,2592.3,332.4,null
131,205.4,131.5,2626.8,318.8,null
132,202.8,133.8,2659.0,321.3,null
133,206.5,142.3,2693.0,340.3,null
134,213.5,138.1,2723.9,308.5,null
135,221.1,140.7,2753.7,298.3,null
136,218.9,144.0,2784.5,307.4,null
137,230.6,141.3,2814.4,299.6,null
138,209.4,141.5,2843.1,286.7,null
139,214.5,147.6,2874.4,313.1,null
140,215.7,142.1,2904.3,298.3,null
141,239.6,135.9,2936.5,302.0,null
142,209.0,141.9,2970.0,334.9,null
143,218.7,141.4,3002.4,323.8,null
144,203.5,137.4,3034.6,321.7,null
145,200.2,142.4,3067.1,324.7,null
146,219.8,137.6,3102.4,353.6,null
147,221.6,135.0,3133.8,313.7,null
148,217.9,136.8,3164.8,310.0,null
149,221.6,140.2,3196.6,317.4,null
150,225.0,144.8,3227.5,309.1,null
