gen,maxR,avgR,dT,aT(ms),best_genome_over_450
026,497.9,407.1,14.2,58.6,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
027,497.6,395.4,14.8,56.7,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
028,497.7,380.1,15.3,50.6,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
029,497.2,380.9,15.9,55.9,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
030,496.6,395.4,16.4,54.8,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
031,496.5,397.4,17.4,57.9,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
032,498.3,460.9,18.1,72.4,"[1.1869497024173599, 0.010510144535271491, 0.587896291982757, 1.0475821792047397]"
033,499.1,405.2,18.7,56.6,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
034,498.5,363.4,19.2,50.6,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
035,498.6,361.8,19.7,48.8,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
036,498.6,406.9,20.2,56.0,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
037,498.6,400.3,20.8,60.8,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
038,498.3,386.7,21.4,53.4,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
039,498.9,423.0,22.0,58.1,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
040,498.7,400.4,22.5,53.4,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
041,498.4,400.7,23.5,55.1,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
042,498.9,415.1,24.1,56.3,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
043,498.5,368.3,24.5,49.3,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
044,498.6,400.2,25.1,51.4,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
045,498.7,428.2,25.7,60.8,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
046,498.6,389.1,26.2,55.0,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
047,498.2,407.2,26.8,53.0,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
048,498.4,436.6,27.3,58.9,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
049,498.6,447.8,28.0,62.1,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
050,498.8,449.1,28.6,58.4,"[1.1869497024173599, 0.9330420966581124, 0.587896291982757, 1.0475821792047397]"
