gen,maxR,avgR,dT,aT(ms),best_genome_over_450
029,491.2,386.3,14.8,52.4,"[0.18232826629132357, -0.27316109336375594, 1.0178777894329831, 0.23115300801030386]"
030,485.9,386.3,15.3,53.1,"[0.18232826629132357, -0.27316109336375594, 1.0178777894329831, 0.23115300801030386]"
031,489.3,477.6,16.3,69.0,"[0.18232826629132357, -0.27316109336375594, 1.0178777894329831, 0.23115300801030386]"
032,486.8,395.5,16.9,55.1,"[0.18232826629132357, -0.27316109336375594, 1.0178777894329831, 0.23115300801030386]"
033,491.3,391.5,17.4,52.2,[1.71352369 0.49308746 0.73539048 0.58140511]
034,495.1,438.0,18.0,61.7,[1.2453699  0.55073471 1.63774352 1.09734535]
035,495.2,360.8,18.5,47.6,[1.2453699  0.55073471 1.63774352 1.09734535]
036,494.0,393.7,19.1,57.4,[1.2453699  0.55073471 1.63774352 1.09734535]
037,495.4,332.5,19.5,44.6,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
038,495.7,436.7,20.1,58.7,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
039,495.1,397.4,20.7,54.7,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
040,495.6,399.7,21.2,51.3,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
041,496.6,367.2,22.1,48.0,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
042,495.4,445.7,22.7,60.1,"[1.713523690476743, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
043,495.8,398.2,23.2,55.4,"[1.829117774905241, -0.4639996085616435, 0.6185730879752308, 1.9049132928542827]"
044,494.2,375.0,23.7,49.8,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
045,495.2,401.4,24.3,53.2,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
046,495.6,445.2,24.9,61.3,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
047,496.0,480.6,25.5,65.1,"[1.0739090054817402, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
048,495.2,398.3,26.1,51.7,"[1.2453698979064436, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
049,496.2,403.8,26.6,55.1,"[1.0739090054817402, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
050,495.7,349.4,27.1,50.4,"[1.0739090054817402, 0.5507347112384522, 1.6377435197700279, 1.0973453540813467]"
