gen,maxR,avgR,dT,aT(ms),best_genome_over_450
001,141.7,27.2,2.1,21.3,null
002,137.2,32.3,4.6,25.0,null
003,156.0,33.7,7.3,26.6,null
004,144.4,36.0,10.2,28.8,null
005,137.3,34.6,12.9,26.9,null
006,216.3,41.0,16.1,32.0,null
007,233.8,47.6,19.8,37.2,null
008,219.3,50.9,23.9,40.4,null
009,190.1,54.9,28.2,43.1,null
010,197.7,61.5,33.1,48.7,null
011,158.7,62.0,38.2,49.4,null
012,172.9,63.6,43.3,51.1,null
013,161.3,66.4,48.6,52.7,null
014,165.0,73.3,54.8,61.8,null
015,209.1,73.8,60.8,59.9,null
016,222.2,81.0,67.4,65.7,null
017,324.0,87.9,74.2,68.3,null
018,205.5,78.0,80.4,61.8,null
019,177.6,80.5,86.7,63.4,null
020,155.5,77.8,92.9,61.4,null
021,224.8,82.0,99.6,64.6,null
022,120.1,19.8,101.1,15.1,null
023,193.0,79.5,107.5,63.9,null
024,195.5,70.3,113.1,56.0,null
025,212.3,79.5,119.4,62.6,null
026,194.1,80.2,125.9,64.6,null
027,216.2,93.4,133.4,75.3,null
028,232.3,91.6,140.9,75.2,null
029,275.6,94.8,148.6,76.4,null
030,217.2,91.2,156.2,76.2,null
031,256.3,88.9,164.0,73.9,null
032,244.8,102.5,172.6,85.7,null
033,368.4,111.9,182.0,94.2,null
034,252.2,106.7,191.2,91.8,null
035,250.9,103.9,200.3,91.0,null
036,252.0,106.0,209.6,92.9,null
037,250.4,109.9,219.1,95.0,null
038,212.6,101.9,228.0,89.7,null
039,253.0,112.2,237.9,98.8,null
040,254.5,104.3,247.1,91.6,null
041,249.2,107.7,257.0,94.3,null
042,237.1,99.3,265.5,84.8,null
043,245.5,105.4,274.7,91.9,null
044,266.3,110.7,284.3,95.4,null
045,228.5,99.9,293.2,89.5,null
046,242.6,107.6,302.8,95.5,null
047,267.1,114.2,312.5,97.3,null
048,235.1,110.4,321.7,92.0,null
049,232.5,66.4,327.3,55.8,null
050,265.6,114.0,337.2,98.6,null
051,289.7,101.2,346.7,90.1,null
052,237.2,106.4,356.2,94.6,null
053,258.1,118.6,366.5,103.0,null
054,239.0,106.6,375.8,93.3,null
055,275.9,112.2,385.4,95.6,null
056,255.5,108.1,394.6,92.6,null
057,243.6,77.5,401.3,66.3,null
058,284.4,107.5,410.4,91.4,null
059,241.8,107.1,419.6,91.3,null
060,235.2,103.0,428.6,90.3,null
061,270.7,108.8,438.9,96.3,null
062,250.2,116.6,448.9,100.6,null
063,239.3,104.9,458.0,90.3,null
064,215.2,99.1,466.7,86.8,null
065,248.3,113.8,476.5,98.6,null
066,226.8,108.8,486.2,96.5,null
067,282.5,100.4,495.0,87.6,null
068,234.5,106.9,504.4,94.8,null
069,238.2,102.8,514.1,96.5,null
070,324.7,117.1,525.5,113.9,null
071,294.5,122.7,538.2,119.3,null
072,255.2,124.0,549.6,113.8,null
073,351.6,137.2,562.2,126.5,null
074,301.8,138.1,575.0,128.0,null
075,268.8,134.4,587.5,124.8,null
076,353.6,137.3,600.2,127.2,null
077,323.5,132.4,612.6,123.8,null
078,364.8,134.2,625.2,125.4,null
079,265.0,139.2,638.2,130.4,null
080,289.3,145.5,651.7,134.9,null
081,235.2,135.9,665.1,126.1,null
082,299.4,140.3,677.9,128.2,null
083,273.6,130.9,690.2,122.9,null
084,284.8,150.0,704.0,137.8,null
085,261.8,147.6,717.7,136.7,null
086,337.1,154.5,731.7,140.1,null
087,267.8,137.5,744.2,125.1,null
088,282.3,139.0,757.1,128.4,null
089,317.3,146.3,770.3,132.2,null
090,282.7,134.9,782.8,125.0,null
091,310.6,144.2,797.2,135.3,null
092,296.5,140.2,810.3,131.2,null
093,306.5,135.1,822.6,123.2,null
094,297.5,142.9,835.8,131.2,null
095,281.7,146.4,849.4,136.5,null
096,285.7,142.4,862.9,134.3,null
097,299.9,142.8,876.0,131.8,null
098,286.7,139.4,888.8,127.5,null
099,249.5,130.8,900.8,119.8,null
100,328.8,146.8,914.4,136.0,null
